Date,Open,Low,High,Close,Volume,symbol
2020-08-03 11:02:00,15.9000,15.9000,15.9000,15.9000,36341,ISDR
2020-08-03 11:04:00,15.8250,15.8250,15.8250,15.8250,36541,ISDR
2020-08-03 11:05:00,15.8970,15.8900,15.8900,15.8970,37191,ISDR
2020-08-03 11:08:00,15.9950,15.9950,15.9950,15.9950,37291,ISDR
2020-08-03 11:09:00,15.8900,15.8900,15.8900,15.8900,37391,ISDR
2020-08-03 11:10:00,15.9100,15.9001,15.9027,15.9100,39464,ISDR
2020-08-03 11:11:00,16.0000,15.9000,15.9100,16.0000,40116,ISDR
2020-08-03 11:14:00,16.1000,16.0700,16.1000,16.0700,41478,ISDR
2020-08-03 11:18:00,16.0505,16.0400,16.0505,16.0400,42188,ISDR
2020-08-03 11:19:00,16.0050,15.9500,16.0050,15.9500,43188,ISDR
2020-08-03 11:21:00,15.8991,15.8200,15.8300,15.8991,44188,ISDR
2020-08-03 11:30:00,15.8300,15.6000,15.8200,15.7700,46945,ISDR
2020-08-03 11:31:00,15.7441,15.7441,15.7441,15.7441,47100,ISDR
2020-08-03 11:32:00,15.7700,15.7700,15.7700,15.7700,47300,ISDR
2020-08-03 11:40:00,15.7068,15.7068,15.7068,15.7068,47704,ISDR
2020-08-03 11:41:00,15.8267,15.8267,15.8267,15.8267,47854,ISDR
2020-08-03 11:47:00,15.9399,15.8380,15.8419,15.8380,49855,ISDR
2020-08-03 11:49:00,15.9300,15.8220,15.9000,15.8611,51374,ISDR
2020-08-03 11:50:00,15.9400,15.7700,15.9000,15.7700,54374,ISDR
2020-08-03 11:51:00,16.0999,15.7989,15.9400,15.9300,55824,ISDR
2020-08-03 11:53:00,15.8887,15.8887,15.8887,15.8887,56024,ISDR
2020-08-03 12:07:00,15.6000,15.6000,15.6000,15.6000,56191,ISDR
2020-08-03 12:08:00,15.9465,15.9465,15.9465,15.9465,56341,ISDR
2020-08-03 12:10:00,15.9465,15.9465,15.9465,15.9465,56516,ISDR
2020-08-03 12:12:00,15.9465,15.9465,15.9465,15.9465,56616,ISDR
2020-08-03 12:13:00,15.9999,15.9500,15.9500,15.9500,56916,ISDR
2020-08-03 12:14:00,16.1000,15.9500,15.9500,16.1000,59516,ISDR
2020-08-03 12:15:00,16.4000,16.4000,16.4000,16.4000,59660,ISDR
2020-08-03 12:16:00,16.4000,16.4000,16.4000,16.4000,59875,ISDR
2020-08-03 12:19:00,16.2650,16.2500,16.2500,16.2500,60805,ISDR
2020-08-03 12:21:00,16.1226,16.1226,16.1226,16.1226,61319,ISDR
2020-08-03 12:24:00,16.2800,16.1669,16.1669,16.2800,62384,ISDR
2020-08-03 12:26:00,16.1200,16.0711,16.1200,16.0711,63384,ISDR
2020-08-03 12:27:00,16.2700,16.2500,16.2700,16.2500,65038,ISDR
2020-08-03 12:28:00,16.2502,16.2500,16.2500,16.2500,65908,ISDR
2020-08-03 12:29:00,16.3721,16.2686,16.2686,16.3200,66508,ISDR
2020-08-03 12:31:00,16.1600,16.1600,16.1600,16.1600,66708,ISDR
2020-08-03 12:33:00,16.3000,16.2000,16.2950,16.2000,70144,ISDR
2020-08-03 12:39:00,16.1500,16.0500,16.1500,16.0500,70631,ISDR
2020-08-03 12:40:00,15.9635,15.9635,15.9635,15.9635,70781,ISDR
2020-08-03 12:43:00,16.0504,15.9400,16.0503,15.9400,71181,ISDR
2020-08-03 13:10:00,16.1262,16.1262,16.1262,16.1262,71546,ISDR
2020-08-03 13:11:00,16.1262,16.1262,16.1262,16.1262,72146,ISDR
2020-08-03 13:12:00,16.1262,16.0500,16.1262,16.0500,72816,ISDR
2020-08-03 13:13:00,16.1800,16.1800,16.1800,16.1800,72946,ISDR
2020-08-03 13:21:00,16.2087,16.0500,16.2087,16.0500,73446,ISDR
2020-08-03 13:28:00,15.9400,15.9400,15.9400,15.9400,74142,ISDR
2020-08-03 13:36:00,16.0000,16.0000,16.0000,16.0000,74642,ISDR
2020-08-03 13:47:00,16.0497,16.0497,16.0497,16.0497,74779,ISDR
2020-08-03 13:51:00,15.9500,15.9400,15.9400,15.9500,75179,ISDR
2020-08-03 13:59:00,15.7400,15.7000,15.7400,15.7000,76184,ISDR
2020-08-03 14:00:00,15.8300,15.6500,15.7000,15.6500,78184,ISDR
2020-08-03 14:01:00,15.4900,15.4900,15.4900,15.4900,78424,ISDR
2020-08-03 14:10:00,15.4900,15.4900,15.4900,15.4900,78852,ISDR
2020-08-03 14:28:00,15.5100,15.5100,15.5100,15.5100,79153,ISDR
2020-08-03 14:29:00,15.5745,15.5745,15.5745,15.5745,80153,ISDR
2020-08-03 14:30:00,15.5100,15.5100,15.5100,15.5100,81153,ISDR
2020-08-03 14:31:00,15.6699,15.4935,15.6699,15.5927,84153,ISDR
2020-08-03 14:33:00,15.8500,15.6300,15.6300,15.8500,86153,ISDR
2020-08-03 14:34:00,15.8000,15.8000,15.8000,15.8000,87143,ISDR
2020-08-03 14:35:00,16.0200,15.8500,15.8500,16.0200,88153,ISDR
2020-08-03 14:39:00,16.1113,16.0700,16.0700,16.1113,88453,ISDR
2020-08-03 15:04:00,15.5001,15.5001,15.5001,15.5001,88563,ISDR
2020-08-03 15:07:00,15.7096,15.5000,15.5000,15.7096,88863,ISDR
2020-08-03 15:20:00,15.7400,15.4847,15.4847,15.7400,89328,ISDR
2020-08-03 15:21:00,15.5326,15.3737,15.3737,15.3947,89828,ISDR
2020-08-03 15:22:00,15.5550,15.3737,15.5550,15.5550,90428,ISDR
2020-08-03 15:23:00,15.4078,15.4078,15.4078,15.4078,90628,ISDR
2020-08-03 15:24:00,15.3700,15.3700,15.3700,15.3700,91128,ISDR
2020-08-03 15:27:00,15.3900,15.3800,15.3850,15.3800,91539,ISDR
2020-08-03 15:30:00,15.4700,15.4250,15.4250,15.4700,92139,ISDR
2020-08-03 15:31:00,15.4542,15.3900,15.4250,15.4542,93039,ISDR
2020-08-03 15:34:00,15.3900,15.3800,15.3900,15.3800,93239,ISDR
2020-08-03 15:35:00,15.2550,15.2500,15.2550,15.2500,93717,ISDR
2020-08-03 15:37:00,15.2500,15.2500,15.2500,15.2500,93824,ISDR
2020-08-03 15:38:00,15.1850,15.1000,15.1850,15.1000,95063,ISDR
2020-08-03 15:39:00,15.1750,15.1750,15.1750,15.1750,95342,ISDR
2020-08-03 15:46:00,15.1800,15.1450,15.1450,15.1800,95568,ISDR
2020-08-03 15:50:00,15.1800,15.1000,15.1450,15.1045,96097,ISDR
2020-08-03 15:51:00,15.4600,15.1598,15.1800,15.4500,97917,ISDR
2020-08-03 15:52:00,15.4927,15.4800,15.4927,15.4800,98558,ISDR
2020-08-03 15:53:00,15.4600,15.2800,15.3394,15.2800,100358,ISDR
2020-08-03 15:57:00,15.3929,15.3929,15.3929,15.3929,100894,ISDR
2020-08-03 16:00:00,15.6100,15.4550,15.6000,15.6100,103174,ISDR
2020-08-04 09:31:00,16.5000,16.5000,16.5000,16.5000,1673,ISDR
2020-08-04 09:33:00,16.5000,16.5000,16.5000,16.5000,1876,ISDR
2020-08-04 09:35:00,15.6100,15.6100,15.6100,15.6100,1982,ISDR
2020-08-04 09:46:00,16.1268,16.1268,16.1268,16.1268,2492,ISDR
2020-08-04 09:58:00,16.1200,16.1200,16.1200,16.1200,3101,ISDR
2020-08-04 09:59:00,16.5119,16.5119,16.5119,16.5119,3301,ISDR
2020-08-04 10:00:00,16.6056,16.6056,16.6056,16.6056,3401,ISDR
2020-08-04 10:02:00,16.9705,16.9705,16.9705,16.9705,3501,ISDR
2020-08-04 10:13:00,16.2500,16.2001,16.2446,16.2001,4318,ISDR
2020-08-04 10:16:00,16.2360,15.9400,15.9400,16.2360,5258,ISDR
2020-08-04 10:17:00,16.0876,16.0876,16.0876,16.0876,5758,ISDR
2020-08-04 10:18:00,16.0876,16.0876,16.0876,16.0876,6258,ISDR
2020-08-04 10:20:00,16.0787,15.9490,16.0787,15.9490,6959,ISDR
2020-08-04 10:26:00,16.1200,16.1200,16.1200,16.1200,7360,ISDR
2020-08-04 10:29:00,16.0754,16.0754,16.0754,16.0754,7560,ISDR
2020-08-04 10:32:00,16.0225,15.9184,15.9184,16.0225,8661,ISDR
2020-08-04 10:33:00,15.9371,15.9200,15.9371,15.9200,10165,ISDR
2020-08-04 10:34:00,16.0051,15.9200,15.9200,16.0051,11165,ISDR
2020-08-04 10:35:00,15.9200,15.9200,15.9200,15.9200,11565,ISDR
2020-08-04 10:36:00,16.0399,15.9527,16.0399,15.9527,12065,ISDR
2020-08-04 10:38:00,15.9371,15.9371,15.9371,15.9371,12165,ISDR
2020-08-04 10:42:00,15.9261,15.9261,15.9261,15.9261,12760,ISDR
2020-08-04 10:43:00,15.8912,15.8912,15.8912,15.8912,13010,ISDR
2020-08-04 10:51:00,16.0199,15.9090,16.0199,15.9090,13660,ISDR
2020-08-04 10:57:00,15.9327,15.9327,15.9327,15.9327,13760,ISDR
2020-08-04 10:58:00,15.8310,15.8310,15.8310,15.8310,13860,ISDR
2020-08-04 11:00:00,16.0199,15.8000,15.8001,16.0199,16200,ISDR
2020-08-04 11:09:00,15.9590,15.9590,15.9590,15.9590,16598,ISDR
2020-08-04 11:10:00,15.9050,15.9050,15.9050,15.9050,16748,ISDR
2020-08-04 11:13:00,15.9273,15.8298,15.8298,15.9273,17163,ISDR
2020-08-04 11:14:00,15.9325,15.9325,15.9325,15.9325,17463,ISDR
2020-08-04 11:16:00,15.9207,15.9207,15.9207,15.9207,17663,ISDR
2020-08-04 11:18:00,15.8950,15.8950,15.8950,15.8950,18263,ISDR
2020-08-04 11:20:00,16.0000,15.9885,15.9900,16.0000,19063,ISDR
2020-08-04 11:21:00,16.1200,16.0000,16.1200,16.0000,20625,ISDR
2020-08-04 11:30:00,16.0500,16.0500,16.0500,16.0500,20825,ISDR
2020-08-04 12:02:00,16.0418,16.0418,16.0418,16.0418,21327,ISDR
2020-08-04 12:03:00,16.0850,16.0850,16.0850,16.0850,21847,ISDR
2020-08-04 12:05:00,16.0495,16.0495,16.0495,16.0495,22347,ISDR
2020-08-04 12:06:00,16.0988,16.0988,16.0988,16.0988,22847,ISDR
2020-08-04 12:07:00,16.0189,16.0189,16.0189,16.0189,23347,ISDR
2020-08-04 12:08:00,16.0850,16.0495,16.0495,16.0850,24888,ISDR
2020-08-04 12:09:00,16.0117,16.0117,16.0117,16.0117,25388,ISDR
2020-08-04 12:14:00,16.0600,16.0400,16.0600,16.0400,25788,ISDR
2020-08-04 12:16:00,16.0147,16.0079,16.0147,16.0079,26588,ISDR
2020-08-04 12:18:00,16.0348,16.0166,16.0348,16.0166,26988,ISDR
2020-08-04 12:19:00,16.0350,16.0350,16.0350,16.0350,27188,ISDR
2020-08-04 12:35:00,16.0700,16.0700,16.0700,16.0700,27304,ISDR
2020-08-04 13:03:00,16.0100,15.9800,16.0100,15.9800,28339,ISDR
2020-08-04 13:05:00,15.9560,15.9560,15.9560,15.9560,28686,ISDR
2020-08-04 13:17:00,15.9500,15.9500,15.9500,15.9500,28886,ISDR
2020-08-04 13:18:00,16.0000,15.9900,15.9900,16.0000,29386,ISDR
2020-08-04 13:27:00,15.9600,15.9600,15.9600,15.9600,29521,ISDR
2020-08-04 13:28:00,15.9300,15.9300,15.9300,15.9300,29821,ISDR
2020-08-04 13:29:00,15.9000,15.8000,15.9000,15.8100,31068,ISDR
2020-08-04 13:39:00,15.9499,15.9499,15.9499,15.9499,31483,ISDR
2020-08-04 13:40:00,15.8211,15.8211,15.8211,15.8211,32283,ISDR
2020-08-04 13:41:00,15.8350,15.8350,15.8350,15.8350,32583,ISDR
2020-08-04 13:42:00,15.8462,15.8462,15.8462,15.8462,32983,ISDR
2020-08-04 13:43:00,15.8918,15.8918,15.8918,15.8918,33603,ISDR
2020-08-04 13:45:00,15.9100,15.7800,15.9100,15.7800,34720,ISDR
2020-08-04 13:47:00,15.9400,15.7800,15.9100,15.9100,36620,ISDR
2020-08-04 13:48:00,15.8348,15.8343,15.8343,15.8348,38639,ISDR
2020-08-04 13:49:00,15.8120,15.7928,15.7928,15.8120,40639,ISDR
2020-08-04 13:55:00,15.9500,15.9000,15.9000,15.9500,40839,ISDR
2020-08-04 14:06:00,16.1000,16.0397,16.1000,16.0397,41446,ISDR
2020-08-04 14:07:00,16.1599,16.0397,16.0900,16.1599,42985,ISDR
2020-08-04 14:17:00,15.9950,15.9950,15.9950,15.9950,43085,ISDR
2020-08-04 14:19:00,16.0237,16.0237,16.0237,16.0237,43585,ISDR
2020-08-04 14:21:00,16.0237,16.0237,16.0237,16.0237,44085,ISDR
2020-08-04 14:24:00,15.9200,15.9200,15.9200,15.9200,44185,ISDR
2020-08-04 14:29:00,16.0250,16.0250,16.0250,16.0250,44285,ISDR
2020-08-04 14:40:00,15.9680,15.8926,15.8926,15.9680,44785,ISDR
2020-08-04 14:59:00,15.8100,15.7662,15.8100,15.7662,45310,ISDR
2020-08-04 15:01:00,15.9400,15.8400,15.8400,15.9400,45744,ISDR
2020-08-04 15:10:00,16.2250,15.7700,15.7700,16.2100,46524,ISDR
2020-08-04 15:11:00,15.9900,15.9600,15.9600,15.9900,46724,ISDR
2020-08-04 15:18:00,15.9500,15.9500,15.9500,15.9500,46872,ISDR
2020-08-04 15:32:00,15.9000,15.9000,15.9000,15.9000,46972,ISDR
2020-08-04 15:48:00,16.1000,15.9400,15.9400,16.1000,49478,ISDR
2020-08-04 15:49:00,16.3000,16.1000,16.1000,16.3000,54578,ISDR
2020-08-04 15:50:00,16.5000,16.5000,16.5000,16.5000,54778,ISDR
2020-08-04 15:51:00,16.4633,16.4633,16.4633,16.4633,55276,ISDR
2020-08-04 15:57:00,16.3500,16.3300,16.3300,16.3500,57091,ISDR
2020-08-04 15:58:00,16.1500,16.1500,16.1500,16.1500,57391,ISDR
2020-08-04 15:59:00,16.4000,16.4000,16.4000,16.4000,57491,ISDR
2020-08-05 09:31:00,16.6000,16.4000,16.5000,16.4000,2292,ISDR
2020-08-05 09:33:00,16.6000,16.6000,16.6000,16.6000,2392,ISDR
2020-08-05 09:38:00,16.4200,16.4100,16.4101,16.4100,4842,ISDR
2020-08-05 09:39:00,16.4100,16.4100,16.4100,16.4100,4942,ISDR
2020-08-05 09:44:00,16.5948,16.5948,16.5948,16.5948,5043,ISDR
2020-08-05 09:48:00,16.2112,16.2112,16.2112,16.2112,5547,ISDR
2020-08-05 09:49:00,16.5999,16.2360,16.5948,16.4440,7047,ISDR
2020-08-05 09:50:00,16.3400,16.3400,16.3400,16.3400,7147,ISDR
2020-08-05 09:59:00,16.5848,16.5848,16.5848,16.5848,7297,ISDR
2020-08-05 10:00:00,16.2107,16.2107,16.2107,16.2107,7447,ISDR
2020-08-05 10:01:00,16.3575,16.3575,16.3575,16.3575,7597,ISDR
2020-08-05 10:02:00,16.2800,16.2800,16.2800,16.2800,7747,ISDR
2020-08-05 10:03:00,16.2193,16.2193,16.2193,16.2193,7897,ISDR
2020-08-05 10:04:00,16.3575,16.3575,16.3575,16.3575,8047,ISDR
2020-08-05 10:05:00,16.2800,16.2800,16.2800,16.2800,8147,ISDR
2020-08-05 10:25:00,16.2800,16.2600,16.2600,16.2800,8701,ISDR
2020-08-05 10:26:00,16.2500,16.2500,16.2500,16.2500,8901,ISDR
2020-08-05 10:36:00,16.3400,16.3400,16.3400,16.3400,9001,ISDR
2020-08-05 10:59:00,16.1000,15.9701,15.9701,16.0510,12065,ISDR
2020-08-05 11:02:00,15.9700,15.9700,15.9700,15.9700,12165,ISDR
2020-08-05 11:04:00,16.1500,16.0913,16.1500,16.0913,13165,ISDR
2020-08-05 11:08:00,16.2363,16.2363,16.2363,16.2363,14165,ISDR
2020-08-05 11:09:00,16.3299,15.9800,16.0100,16.3299,17265,ISDR
2020-08-05 11:10:00,16.3299,16.3299,16.3299,16.3299,18265,ISDR
2020-08-05 11:11:00,16.3162,16.3162,16.3162,16.3162,19265,ISDR
2020-08-05 11:12:00,16.2019,16.1500,16.1500,16.1550,21565,ISDR
2020-08-05 11:13:00,16.3400,16.1550,16.3100,16.1550,22765,ISDR
2020-08-05 11:14:00,16.3399,16.1864,16.3100,16.2457,25765,ISDR
2020-08-05 11:15:00,16.3399,16.1722,16.1722,16.1864,27290,ISDR
2020-08-05 11:21:00,16.0323,16.0323,16.0323,16.0323,28290,ISDR
2020-08-05 11:28:00,16.0391,16.0391,16.0391,16.0391,29197,ISDR
2020-08-05 11:33:00,16.3399,16.3399,16.3399,16.3399,30233,ISDR
2020-08-05 11:34:00,16.2367,16.2367,16.2367,16.2367,31233,ISDR
2020-08-05 11:35:00,16.2500,16.2250,16.2500,16.2250,33173,ISDR
2020-08-05 11:38:00,16.1600,16.1600,16.1600,16.1600,33433,ISDR
2020-08-05 11:39:00,16.1700,16.1700,16.1700,16.1700,33833,ISDR
2020-08-05 11:48:00,16.2000,16.1608,16.1700,16.2000,34895,ISDR
2020-08-05 11:49:00,16.2400,16.2300,16.2300,16.2400,36005,ISDR
2020-08-05 11:51:00,16.2461,16.2450,16.2461,16.2450,37286,ISDR
2020-08-05 11:52:00,16.2461,16.2461,16.2461,16.2461,38286,ISDR
2020-08-05 12:01:00,16.1600,16.1600,16.1600,16.1600,38411,ISDR
2020-08-05 12:02:00,16.2500,16.2500,16.2500,16.2500,38511,ISDR
2020-08-05 12:09:00,16.3300,16.3300,16.3300,16.3300,38611,ISDR
2020-08-05 12:10:00,16.6000,16.3500,16.3500,16.6000,40531,ISDR
2020-08-05 12:11:00,16.4400,16.4400,16.4400,16.4400,41531,ISDR
2020-08-05 12:12:00,16.6500,16.6000,16.6000,16.6500,46670,ISDR
2020-08-05 12:13:00,16.7500,16.5500,16.7500,16.5500,47470,ISDR
2020-08-05 12:14:00,16.8799,16.5500,16.8799,16.5500,48610,ISDR
2020-08-05 12:15:00,16.8850,16.8850,16.8850,16.8850,49805,ISDR
2020-08-05 12:17:00,16.8600,16.7000,16.8600,16.7000,51005,ISDR
2020-08-05 12:20:00,16.6242,16.6242,16.6242,16.6242,51515,ISDR
2020-08-05 12:21:00,16.5001,16.5001,16.5001,16.5001,52015,ISDR
2020-08-05 12:30:00,16.6250,16.6250,16.6250,16.6250,52274,ISDR
2020-08-05 12:31:00,16.6250,16.6001,16.6250,16.6001,53774,ISDR
2020-08-05 12:56:00,16.6201,16.6201,16.6201,16.6201,54295,ISDR
2020-08-05 12:57:00,16.6601,16.6601,16.6601,16.6601,54795,ISDR
2020-08-05 12:58:00,16.6400,16.6000,16.6400,16.6200,56895,ISDR
2020-08-05 13:03:00,16.6200,16.6100,16.6100,16.6200,57495,ISDR
2020-08-05 13:04:00,16.6100,16.6100,16.6100,16.6100,58095,ISDR
2020-08-05 13:25:00,16.6900,16.6900,16.6900,16.6900,58221,ISDR
2020-08-05 13:40:00,16.8700,16.6900,16.8700,16.8650,59201,ISDR
2020-08-05 13:41:00,16.7828,16.7828,16.7828,16.7828,60221,ISDR
2020-08-05 13:42:00,16.7100,16.7100,16.7100,16.7100,61051,ISDR
2020-08-05 13:44:00,16.6248,16.5900,16.5900,16.6248,62261,ISDR
2020-08-05 13:47:00,16.7970,16.7970,16.7970,16.7970,63261,ISDR
2020-08-05 14:03:00,16.6500,16.6500,16.6500,16.6500,63559,ISDR
2020-08-05 14:05:00,16.6500,16.6500,16.6500,16.6500,64059,ISDR
2020-08-05 14:14:00,16.6870,16.6870,16.6870,16.6870,64209,ISDR
2020-08-05 15:22:00,16.7700,16.7700,16.7700,16.7700,64405,ISDR
2020-08-05 15:37:00,16.7100,16.7100,16.7100,16.7100,64538,ISDR
2020-08-05 15:40:00,16.7799,16.7500,16.7500,16.7799,65592,ISDR
2020-08-05 15:42:00,16.8600,16.8600,16.8600,16.8600,66166,ISDR
2020-08-05 15:43:00,17.0000,16.9000,16.9000,17.0000,69789,ISDR
2020-08-05 15:44:00,17.0000,17.0000,17.0000,17.0000,72039,ISDR
2020-08-05 15:47:00,17.2000,17.2000,17.2000,17.2000,72839,ISDR
2020-08-05 15:48:00,17.2000,17.2000,17.2000,17.2000,73718,ISDR
2020-08-05 15:49:00,17.3072,17.1500,17.3072,17.2000,79885,ISDR
2020-08-05 15:50:00,17.1400,17.0800,17.1400,17.0800,80285,ISDR
2020-08-05 16:00:00,17.0000,16.9400,16.9400,17.0000,80798,ISDR
2020-08-06 09:32:00,17.0519,17.0503,17.0503,17.0519,202,ISDR
2020-08-06 09:34:00,17.3515,17.3515,17.3515,17.3515,702,ISDR
2020-08-06 09:35:00,17.5500,17.3500,17.3500,17.5100,4337,ISDR
2020-08-06 09:38:00,17.5100,17.3986,17.5000,17.5100,5337,ISDR
2020-08-06 09:39:00,17.5975,17.5500,17.5500,17.5880,5737,ISDR
2020-08-06 09:42:00,17.7800,17.6492,17.7800,17.6492,6737,ISDR
2020-08-06 09:44:00,17.4832,17.4832,17.4832,17.4832,7311,ISDR
2020-08-06 09:45:00,17.4000,17.3500,17.4000,17.3500,7513,ISDR
2020-08-06 09:47:00,17.5550,17.5550,17.5550,17.5550,7613,ISDR
2020-08-06 09:48:00,17.6332,17.5600,17.5600,17.6332,9063,ISDR
2020-08-06 09:50:00,17.4900,17.4900,17.4900,17.4900,9163,ISDR
2020-08-06 09:51:00,17.5300,17.5300,17.5300,17.5300,9413,ISDR
2020-08-06 09:55:00,17.6600,17.5500,17.5527,17.5500,11211,ISDR
2020-08-06 09:56:00,17.5500,17.5500,17.5500,17.5500,13316,ISDR
2020-08-06 09:57:00,17.3400,17.3400,17.3400,17.3400,13431,ISDR
2020-08-06 09:59:00,17.5400,17.5400,17.5400,17.5400,13560,ISDR
2020-08-06 10:00:00,17.5500,17.5500,17.5500,17.5500,14358,ISDR
2020-08-06 10:05:00,17.5500,17.5500,17.5500,17.5500,14669,ISDR
2020-08-06 10:06:00,17.6700,17.6500,17.6500,17.6700,15769,ISDR
2020-08-06 10:07:00,17.6500,17.5600,17.6500,17.5600,16441,ISDR
2020-08-06 10:11:00,17.4701,17.4701,17.4701,17.4701,17554,ISDR
2020-08-06 10:13:00,17.6300,17.5000,17.5000,17.6300,21288,ISDR
2020-08-06 10:17:00,17.5100,17.5100,17.5100,17.5100,21593,ISDR
2020-08-06 10:22:00,17.6500,17.4223,17.4223,17.6500,22208,ISDR
2020-08-06 10:32:00,17.5300,17.4222,17.4222,17.5300,22722,ISDR
2020-08-06 10:34:00,17.6121,17.6121,17.6121,17.6121,22824,ISDR
2020-08-06 10:37:00,17.6400,17.6300,17.6300,17.6400,23129,ISDR
2020-08-06 10:39:00,17.4950,17.4950,17.4950,17.4950,23331,ISDR
2020-08-06 10:43:00,17.6300,17.3500,17.4559,17.6300,23837,ISDR
2020-08-06 10:47:00,17.6300,17.5445,17.6300,17.5445,25843,ISDR
2020-08-06 10:49:00,17.3600,17.3600,17.3600,17.3600,26346,ISDR
2020-08-06 11:02:00,17.4200,17.4100,17.4200,17.4100,26569,ISDR
2020-08-06 11:04:00,17.4900,17.4900,17.4900,17.4900,26712,ISDR
2020-08-06 11:05:00,17.5000,17.4800,17.4800,17.5000,28535,ISDR
2020-08-06 11:22:00,17.4300,17.4300,17.4300,17.4300,28960,ISDR
2020-08-06 11:23:00,17.5000,17.4250,17.5000,17.4250,30360,ISDR
2020-08-06 11:24:00,17.4450,17.4450,17.4450,17.4450,30860,ISDR
2020-08-06 11:25:00,17.4002,17.3500,17.3500,17.4002,32818,ISDR
2020-08-06 11:46:00,17.3650,17.3100,17.3600,17.3100,33746,ISDR
2020-08-06 11:49:00,17.3200,17.3200,17.3200,17.3200,33849,ISDR
2020-08-06 11:50:00,17.3512,17.3512,17.3512,17.3512,34349,ISDR
2020-08-06 11:51:00,17.3100,17.3100,17.3100,17.3100,34851,ISDR
2020-08-06 11:55:00,17.3300,17.3100,17.3300,17.3300,35309,ISDR
2020-08-06 11:56:00,17.2250,17.0500,17.1800,17.0500,38343,ISDR
2020-08-06 11:57:00,17.1799,17.1799,17.1799,17.1799,38666,ISDR
2020-08-06 12:11:00,16.9800,16.8500,16.9800,16.9700,39137,ISDR
2020-08-06 12:12:00,17.0452,17.0452,17.0452,17.0452,39314,ISDR
2020-08-06 12:24:00,16.9101,16.9101,16.9101,16.9101,39456,ISDR
2020-08-06 12:26:00,16.6228,16.6201,16.6201,16.6228,39768,ISDR
2020-08-06 12:29:00,16.7006,16.7006,16.7006,16.7006,39973,ISDR
2020-08-06 12:33:00,16.7400,16.6963,16.6963,16.7400,40878,ISDR
2020-08-06 12:54:00,16.8900,16.8900,16.8900,16.8900,41307,ISDR
2020-08-06 12:55:00,16.7400,16.7400,16.7400,16.7400,42160,ISDR
2020-08-06 14:03:00,16.8899,16.7500,16.8899,16.8899,44445,ISDR
2020-08-06 14:08:00,16.8566,16.8566,16.8566,16.8566,44977,ISDR
2020-08-06 14:36:00,16.8500,16.8500,16.8500,16.8500,45270,ISDR
2020-08-06 14:37:00,16.7850,16.7850,16.7850,16.7850,45422,ISDR
2020-08-06 14:46:00,16.7780,16.7780,16.7780,16.7780,46432,ISDR
2020-08-06 14:55:00,16.7735,16.7735,16.7735,16.7735,46943,ISDR
